胶原蛋白软胶囊(奈世康)买二赠一	￥0.01
羧甲淀粉钠溶液(贝之佳)	￥30.00
小葵花退热贴	￥30.00
头孢克洛胶囊(希刻劳)	￥30.00
林蛙	￥30.00
徐州彭祖中药饮片 B金银花(易拉盖包装)(彭祖)花茶	￥30.00
丹参伴侣牙膏(晚)	￥30.00
赖氨肌醇维B12口服溶液(同笑)	￥30.00
石斛	￥30.00
消肿止痛 甘肃奇正藏药 消痛贴膏	￥30.00
肝炎-五酯胶囊	￥30.00
避孕套（贴身超薄） 冈本OK	￥30.00
阿奇霉素肠溶片	￥30.00
五维葡钙口服溶液(贝友)(新海店)	￥30.00
养阴清肺口服液(无糖型) 雾霾活动	￥30.00
苓桂咳喘宁胶囊	￥30.00
壮骨麝香止痛膏(羚锐)	￥30.00
复方石斛片	￥30.00
复方片仔癀含片(片仔癀)	￥30.00
小儿维生素咀嚼片(小施尔康)	￥30.00
金银花(沪春堂)	￥30.00
同仁堂绞股蓝(精装)	￥30.00
枸杞	￥30.00
乳块消颗粒 亚东瑞晴	￥30.30
盐酸胺碘酮片(可达龙)	￥30.40
复方大红袍止血胶囊 云南龙发制药有限公司	￥30.50
冠心病 高血压 (拜新同) 硝苯地平控释片	￥30.50
盐酸曲美他嗪片	￥30.50
盐酸乙哌立松片(妙纳)	￥30.50
多维元素片(小儿善存)	￥30.50
西洋参	￥30.50
愈伤灵胶囊	￥30.60
硝呋太尔制霉素阴道软胶囊 朗依	￥30.70
阿莫西林胶囊	￥30.70
右美沙芬缓释混悬液(小眉)	￥30.70
钙铁锌硒维生素口服液	￥30.80
铁锌氨基酸口服液	￥30.80
钙铁锌口服液	￥30.80
保护大脑细胞不受损害 缓解感冒症状 退热贴(兵兵)	￥30.80
兰索拉唑肠溶片	￥30.90
乳果糖口服溶液  L北京韩美药品有限公司	￥30.90
替米沙坦胶囊(至信风)	￥31.00
补肺肾，益精气-百令胶囊	￥31.00
卡马西平片(得理多)	￥31.00
奥替溴铵片	￥31.00
比沙可啶肠溶片(乐可舒)	￥31.00
云南白药酊	￥31.00
复方夏天无片	￥31.20
通利血脉，养阴生肌--康复新液	￥31.30
高血压 合肥立方制药 非洛地平缓释片(II)	￥31.50
丹参酮胶囊	￥31.50
珍琦医用垫单	￥31.50
红斑狼疮-硫酸羟氯喹片	￥31.50
周围神经病-甲钴胺片	￥31.50
糖尿病-格列美脲片	￥31.50
糖尿病 北京太洋药业 盐酸吡格列酮片(艾汀)	￥31.50
卡波姆滴眼液(唯地息)	￥31.50
王氏保赤丸	￥31.50
高血压病 赛诺菲安万特民生制药 厄贝沙坦片	￥31.60
氯雷他定糖浆(开瑞坦)	￥31.60
天丹通络胶囊	￥31.80
厄贝沙坦分散片	￥31.80
用于慢性肾炎 黄葵胶囊	￥31.80
缬沙坦氢氯噻嗪片	￥31.80
高血压心绞痛 辉瑞制药 苯磺酸氨氯地平片	￥31.90
杜蕾斯避孕套（亲昵装）	￥31.90
双氯芬酸钠贴片(来比新)	￥31.90
菊皇茶	￥32.00
利可君片	￥32.00
痔疮栓  10粒	￥32.00
硝酸益康唑喷雾剂	￥32.00
利多卡因氯己定气雾剂(仁和)	￥32.00
擦癣药水	￥32.00
山药(沪春堂)	￥32.00
麦冬(沪春堂)	￥32.00
小儿咳喘灵泡腾颗粒	￥32.00
兰索拉唑肠溶片	￥32.00
阿奇霉素分散片(新海店)	￥32.00
心可舒颗粒	￥32.00
祛风止痛丸	￥32.00
同仁堂麦冬(精装)	￥32.00
测量心跳 双用听诊器(鱼跃)	￥32.00
9361潘婷丝质顺滑去屑洗发露	￥32.00
咳喘丸(浓缩丸)	￥32.00
浙贝母(晟海祥)	￥32.00
疏风解表，清热解毒。 小儿感冒颗粒（华润三九）	￥32.00
高血压-马来酸左旋氨氯地平片	￥32.00
老年痴呆症 拜耳医药 尼莫地平片	￥32.00
保妇康栓 碧凯 阴道炎	￥32.00
9370潘婷乳液修复去屑洗发露	￥32.00
9147潘婷丝质顺滑洗发露	￥32.00
阿莫西林克拉维酸钾胶囊	￥32.00
飞鹰活络油	￥32.00
强力枇杷露(康隆)	￥32.00
红花逍遥片	￥32.00
洁尔阴女性护理液	￥32.00
枸杞	￥32.00
贡菊花(康美)	￥32.00
丹参粉(康美)	￥32.00
骨筋丸胶囊(久正)	￥32.20
盆炎净颗粒 积大帼妥	￥32.30
康妇炎胶囊 步长	￥32.30
高血压、心绞痛 阿斯利康 非洛地平缓释片	￥32.40
银胡感冒散(外用贴剂)	￥32.50
维生素A棕榈酸酯眼用凝胶	￥32.50
曼秀雷敦天然植物润唇膏(香橙)	￥32.50
复方盐酸阿米洛利片(武都力)	￥32.50
银花泌炎灵片	￥32.50
小儿肺热咳喘口服液(葵花)	￥32.50
鼻炎康片(薄膜衣)	￥32.60
环酯红霉素片(达发新)	￥32.80
匹维溴铵片(得舒特)	￥32.80
均衡补充维生素C  维生素C泡腾片(鲜橙口味)	￥32.80
避孕套（至尊超薄酷爽装） 杜蕾斯	￥32.90
避孕套（至尊超薄倍滑装） 杜蕾斯	￥32.90
盐酸坦洛新缓释胶囊	￥32.90
宁泌泰胶囊	￥32.90
仙灵骨葆胶囊	￥32.90
补气 养血 益精 治虚损 羸瘦 劳热骨 蒸紫河车	￥33.00
高血压 亚邦  替米沙坦片	￥33.00
氯沙坦钾胶囊(科什兰)	￥33.00
益周适牙膏	￥33.00
滋肾丸(本草纲目)	￥33.00
促进造血，增加免疫力 无锡 蜂乳	￥33.00
复方南星止痛膏	￥33.00
抗菌消炎-头孢克肟颗粒	￥33.00
高血压 充血性心力衰竭 施维雅制药 培哚普利片	￥33.00
牙痛-丁细牙痛胶囊	￥33.00
痛经宝颗粒 月月舒	￥33.00
速效救心丸	￥33.00
头孢地尼胶囊(世扶尼)	￥33.00
点舌丸	￥33.00
多维元素片(善存)	￥33.00
缩泉胶囊	￥33.20
小儿碳酸钙D3颗粒(迪巧)	￥33.20
活血化瘀，通脉活络-血塞通胶囊  3月选品活动	￥33.30
生血宁片(瑞克)	￥33.40
退热所需 上海小林日化有限公司 B小林退热贴(冰宝贴)(婴儿用)	￥33.50
西洋参	￥33.50
小林退热贴(冰宝贴)(儿童用)	￥33.50
妥布霉素/地塞米松滴眼液(典必殊)	￥33.50
调节夫妻感情 武汉 杰士邦震动环1个+超薄安全套	￥33.60
排石颗粒	￥33.60
颈舒颗粒	￥33.60
颈痛颗粒	￥33.80
洁身洗液 步长	￥33.80
麝香祛痛气雾剂	￥33.80
抗骨增生胶囊	￥33.90
接骨七厘片(薄膜衣片)	￥33.90
人体润滑剂 青岛伦敦杜蕾斯有限公司 杜蕾斯润滑50ML 果味樱桃	￥34.00
少腹逐淤颗粒 敖东	￥34.00
爱普列特片(川流)	￥34.00
舒筋、活血、散寒、止痛 精制狗皮膏(天和)（华润三九）	￥34.00
B左炔诺孕酮片 金毓婷	￥34.00
手术剪(弯尖)	￥34.00
九味羌活片(桐君阁)	￥34.00
那格列奈片(唐力)	￥34.00
雷贝拉唑钠肠溶片(瑞波特)	￥34.00
枸橼酸他莫昔芬片(三苯氧胺)	￥34.00
泮托拉唑钠肠溶胶囊(健朗晨)	￥34.00
多维元素片(21)(金维他)	￥34.00
甲泼尼龙片(美卓乐)	￥34.10
盐酸吡格列酮胶囊(贝唐宁)	￥34.20
水飞蓟宾胶囊(水林佳)	￥34.20
乳果糖口服溶液(杜密克)	￥34.20
大株红景天胶囊	￥34.30
跌打损伤，瘀血肿痛 云南白药气雾剂	￥34.50
妇炎康复胶囊 白马	￥34.50
蒲参胶囊	￥34.50
补金片	￥34.50
盐酸二甲双胍片(格华止)	￥34.50
西洋参	￥34.50
活血化瘀，理气止痛 瑞龙制药 复方丹参片	￥34.60
强骨胶囊	￥34.60
醋氨己酸锌胶囊(安易)	￥34.70
杏苏止咳软胶囊(神威)	￥34.80
小儿清肺化痰颗粒(神苗)	￥34.80
康腹止泻片(正露)	￥34.80
补益肺肾 秘精益气  金水宝制药  金水宝胶囊	￥34.80
第六感天然胶乳橡胶避孕套(冰火一体)	￥34.80
冈本天然胶乳橡胶避孕套（超润滑）	￥34.80
愈创甘油醚糖浆	￥34.90
西洛他唑胶囊(邦平)	￥34.90
杜蕾斯避孕套(活力装)	￥34.90
蒙脱石混悬液	￥34.90
心血管辅助治疗  吉林集安益盛 振源胶囊	￥35.00
防雾霾抗菌口罩(儿童型女款)	￥35.00
肺宁颗粒(修正)	￥35.00
密闭式接尿器(怡得)	￥35.00
密闭式接尿器(怡得)	￥35.00
葡萄糖酸钙锌口服溶液	￥35.00
虎力散片(宁新宝)	￥35.00
茵栀黄胶囊	￥35.00
防雾霾抗菌口罩(儿童型男款)	￥35.00
防雾霾抗菌口罩(成人型男款)	￥35.00
防雾霾抗菌口罩(成人型女款)	￥35.00
护腕(康祝)	￥35.00
祛瘀止痛 丹参伴侣牙膏（早）（夏令）	￥35.00
五维葡钙口服液	￥35.00
枸杞子	￥35.00
甲砜霉素肠溶片(奥特甲砜)	￥35.00
妇科白带膏 李时珍医药集团有限公司	￥35.00
医用脱脂纱布	￥35.00
头孢地尼胶囊(天立威)	￥35.00
氯沙坦钾片(缓宁)	￥35.00
缬沙坦胶囊	￥35.00
珍菊降压片	￥35.00
正露丸	￥35.00
调整肠胃功能  上海信谊 双歧杆菌三联活菌胶囊	￥35.00
冠心病，高血压-心舒宝片  3月选品活动	￥35.00
硝呋太尔片 抗真菌 普乐	￥35.00
K1多乐士梦幻浪漫环纹天然乳胶橡胶避孕套	￥35.00
舒适达牙膏(速效抗敏)	￥35.00
雷公藤多苷片	￥35.00
雷贝拉唑钠肠溶片(丁齐尔)	￥35.00
白葡奈氏菌片	￥35.00
贞芪扶正颗粒(修正药业)	￥35.00
水飞蓟宾葡甲胺片(西利宾安)	￥35.00
酒石酸托特罗定片(舍尼亭)	￥35.00
肾衰宁胶囊	￥35.00
金豆开胃口服液(太极)	￥35.00
京都念慈庵蜜炼川贝枇杷膏	￥35.00
苏黄止咳胶囊	￥35.00
六味地黄软胶囊(康缘)	￥35.00
麦冬(易拉盖包装)(彭祖)	￥35.00
当归(晟海祥)	￥35.00
头孢克肟胶囊(世福素)	￥35.20
左氧氟沙星滴眼液(可乐必妥)	￥35.20
敏感菌株引起的感染 四川百利制药 加替沙星片	￥35.50
维生素AD胶丸(1岁以上)唯每乐	￥35.50
维生素AD胶丸(01岁)唯每乐	￥35.50
小儿感冒退热糖浆	￥35.50
鼻渊丸(本草纲目)	￥35.70
高血压 常州四药 缬沙坦氢氯噻嗪片（金缬克）	￥35.70
盐酸氨溴索缓释胶囊(沐舒坦)	￥35.70
预防怀孕 艾滋病病毒 各种性病的传播 马来西亚 第六感天然胶乳橡胶避孕套(螺纹)	￥35.80
均衡补充维生素C  维生素C泡腾片(黑加仑)  	￥35.80
赖氨酸维B12颗粒(仁和中方)	￥35.80
解热贴	￥35.80
健脑补肾丸	￥35.80
第六感避孕套(超平滑)	￥35.80
黄氏响声丸	￥35.80
联邦亮晶晶玻璃酸钠滴眼液	￥35.80
六味地黄丸(仲景)	￥35.90
乌灵胶囊 0.33克*9粒*3板 失眠 心烦 头晕耳鸣 神经衰弱	￥36.00
雪山胃宝胶囊	￥36.00
七叶神安分散片(仁和)	￥36.00
汉磁灸热贴(前列腺贴)	￥36.00
纯蜂蜜	￥36.00
板蓝根泡腾片(天士力)	￥36.00
宝儿康糖浆(本草纲目)	￥36.00
消炎生肌膏	￥36.00
消化不良 拜耳医药 铝碳酸镁片	￥36.00
治疗因缺锌引起的生长发育迟缓 葡萄糖酸锌口服溶液	￥36.00
物理降温 小羚羊小儿退热贴(羚锐)	￥36.00
心绞痛-丹参片	￥36.00
抗疲劳 上海 华佗十全酒  常州市外不销售	￥36.00
消糜栓 阴道炎 修正	￥36.00
黄体酮胶囊 益玛欣 月经不调	￥36.00
片仔癀牙膏(牙火清炫莹药香香型)	￥36.00
K1片仔癀牙膏（牙火清炫莹药香香型）	￥36.00
汉磁风湿贴(炙热贴)	￥36.00
汉磁骨质增生贴(炙热贴)	￥36.00
汉磁肩痛贴(炙热贴)	￥36.00
汉磁颈痛贴(炙热贴)	￥36.00
汉磁灸热贴(强效型)	￥36.00
汉磁灸热贴(舒适型)	￥36.00
汉磁灸热贴(痛经贴)	￥36.00
汉磁腰痛贴(炙热贴)	￥36.00
银杏叶片(依康宁)	￥36.00
美沙拉嗪肠溶片	￥36.00
清淋颗粒(修正)	￥36.00
复方阿嗪米特肠溶片(泌特)	￥36.00
金蝉止痒颗粒(希尔安)	￥36.00
舒秘胶囊(堂元德)	￥36.00
辣椒风湿膏(羚锐)	￥36.00
安神补脑液	￥36.00
颈痛片	￥36.00
鳖甲消痔胶囊	￥36.00
多维元素片(金施尔康)	￥36.00
葡萄糖酸钙口服溶液(唯每乐)(无糖型)	￥36.00
维D钙咀嚼片(迪巧)	￥36.00
红核妇洁洗液(步长)	￥36.00
夏日蚊宁儿童抑菌止痒凝露	￥36.00
杭白菊(康美)	￥36.00
海飞丝深层洁净型去屑洗发露	￥36.20
哮喘-孟鲁司特钠咀嚼片	￥36.40
西洋参	￥36.50
原发性高血压 杭州赛诺菲 厄贝沙坦氢氯噻嗪片(安博诺)	￥36.50
头孢克肟分散片	￥36.50
金振口服液	￥36.50
疱疹 丽珠集团 盐酸伐昔洛韦片	￥36.60
丹红化瘀口服液	￥36.60
盘龙七片	￥36.60
千金净雅妇科专用棉巾	￥36.80
千金净雅妇科专用棉巾	￥36.80
提高宝宝抵抗力 法国合生元制药 儿童益生菌冲剂(合生元)	￥36.80
天然胶乳橡胶避孕套（纯） 冈本	￥36.80
铁棒锤止痛膏(奇正)	￥36.80
双环醇片(百赛诺)	￥36.90
治疗轻中度原发性高血压 北京诺华制药 缬沙坦胶囊	￥36.90
避孕套(挚爱装) 杜蕾斯	￥36.90
全蝎	￥36.91
和胃整肠丸	￥37.00
加味益母草膏 月经不调 本草纲目	￥37.00
金银花(晟海祥)	￥37.00
搪瓷西式大便斗	￥37.00
头孢地尼分散片(兴易比克)	￥37.00
氯喹那多/普罗雌烯阴道片 百喻	￥37.00
K1多乐士梦幻系列缤纷色彩天然乳胶橡胶避孕套	￥37.00
依巴斯汀片(开思亭)	￥37.00
痹琪胶囊	￥37.00
复方嗜酸乳杆菌片(益君康)	￥37.00
复方消化酶胶囊(达吉)	￥37.00
云南白药膏(淤血肿痛型)	￥37.00
雷贝拉唑钠肠溶胶囊(济诺)	￥37.20
红花逍遥片 普正 月经不调	￥37.30
缓解成人骨关节炎和类风湿关节炎 塞来昔布胶囊(西乐葆)	￥37.50
治疗阴道病毒感染 上海华新生物 重组人干扰素α2b阴道泡腾胶囊	￥37.50
糖尿病- 江苏豪森药业 瑞格列奈片	￥37.50
     祛风活血 太极集团 强力天麻杜仲丸	￥37.50
早早孕测试笔 可丽蓝	￥37.50
缬沙坦氢氯噻嗪片(中大)	￥37.50
尪痹片(薄膜衣)	￥37.50
乙氧苯柳胺软膏(艾迪特)	￥37.50
抗菌消炎-盐酸左氧氟沙星片	￥37.60
拉西地平片(司乐平)	￥37.60
心脏病  贵州信邦  益心舒胶囊	￥37.70
海飞丝怡神冰凉型去屑洗发露	￥37.80
百令胶囊	￥37.80
咽喉炎、扁桃体炎 头孢地尼分散片	￥37.80
苄达赖氨酸滴眼液(联邦福晶晶)	￥37.80
扬子江 依帕司他片	￥37.90
提高免疫力 海南 椰岛鹿龟酒  常州市外不销售	￥38.00
清暑解毒。二丁颗粒（无蔗糖）（修正）夏令	￥38.00
真空拔罐器(富林)	￥38.00
双氯芬酸钠气雾剂	￥38.00
护骨胶囊	￥38.00
珍琦医用垫单	￥38.00
小儿退热冰袋	￥38.00
纽斯康牌西洋参含片	￥38.00
二丁颗粒(无蔗糖)	￥38.00
党参(沪春堂)	￥38.00
小儿复方四维亚铁散(仙维安)	￥38.00
龙心素胶囊	￥38.00
百合(晟海祥)	￥38.00
枸杞子(晟海祥)	￥38.00
参茸灵芝胶囊	￥38.00
痛经软膏 铍宝	￥38.00
复方紫龙片(本草纲目)	￥38.00
硫糖铝混悬凝胶(素可立)	￥38.00
天香酊(云南维和)	￥38.00
精制松花粉(松达)	￥38.00
颈痛灸(中国灸)	￥38.00
华佗再造丸	￥38.00
温肾前列胶囊	￥38.00
盐酸赛洛唑啉鼻用喷雾剂	￥38.00
养血清脑颗粒	￥38.00
老年性白内障 武汉远大制药 苄达赖氨酸滴眼液	￥38.00
干眼症、角膜上皮机械性损伤-玻璃酸钠滴眼液	￥38.00
疏肝活血，软坚散结 太极集团 乳核内消液	￥38.00
腰痛-腰痹通胶囊	￥38.00
前列安栓 丽珠	￥38.00
手术剪(直尖)	￥38.00
脱脂纱布	￥38.00
医用护理床垫(好易)	￥38.00
腰痛灸(中国灸)	￥38.00
镇痛灸(中国灸)	￥38.00
头孢丙烯胶囊	￥38.00
阿奇霉素分散片(赛乐欣)	￥38.00
阿奇霉素胶囊	￥38.00
缬沙坦氢氯噻嗪片(复代文)	￥38.00
胰酶肠溶胶囊(得每通)	￥38.00
格列吡嗪控释片(瑞易宁)	￥38.00
羟苯磺酸钙分散片	￥38.00
地氯雷他定分散片	￥38.00
砂连和胃胶囊(卢特单)	￥38.00
麝香风湿胶囊	￥38.00
伸筋片	￥38.00
止眩安神颗粒(云昆)	￥38.00
珊瑚癣净(神奇)	￥38.00
阿胶补血口服液(华葆)	￥38.00
达妇宁男士护理液	￥38.00
达妇宁孕产期护理液	￥38.00
灵芝(易拉罐)(康美药业)	￥38.00
菊花(康美)	￥38.00
麦冬(晟海祥)	￥38.00
金银花(康美)	￥38.00
同仁堂金银花(精装)	￥38.00
阿莫西林克拉维酸钾片(4:1)(安奇)	￥38.10
小牛血去蛋白提取物眼用凝胶(速高捷)	￥38.30
益肺阴 清虚火 生津止渴 西洋参	￥38.50
高脂血症 法国利博福尼制药 非诺贝特胶囊(力平之)	￥38.50
伊曲康唑分散片(金力爽)	￥38.50
普伐他汀钠片(普拉固)	￥38.50
桑菊银翘散(昆中)	￥38.50
富马酸依美斯汀滴眼液(埃美丁)	￥38.50
桉柠蒎肠溶软胶囊(切诺)	￥38.60
补气养血 山东东阿阿胶股份 复方阿胶浆	￥38.70
拨云退翳丸(桐君阁)	￥38.70
麝珠明目滴眼液	￥38.80
08X金水宝胶囊	￥38.80
化橘红	￥38.80
拨云锭	￥38.80
蒲地蓝消炎片	￥38.80
胃溃汤和十二指肠溃疡-兰索拉唑片	￥38.90
高血压 上海勃林格殷格翰  替米沙坦片	￥39.00
右旋糖酐70滴眼液(润齐)	￥39.00
医用气垫(怡得)	￥39.00
电子体温计(安特卫)	￥39.00
小儿清热宣肺贴膏(摩美得)	￥39.00
按摩软膏	￥39.00
血络通胶囊	￥39.00
护肝宁片(薄膜衣片)	￥39.00
充气血，补肝肾 楠药补酒  常州市外不销售	￥39.00
哮喘 杭州默沙东制药 孟鲁司特钠片(顺尔宁)	￥39.00
消炎 上海现代制药 头孢克洛缓释胶囊(申洛)	￥39.00
活血化瘀 消肿止痛 漳州 少林正骨精（片仔癀）	￥39.00
K1多乐士梦幻超级纤薄天然乳胶橡胶避孕套	￥39.00
青蓝紫精制松花粉	￥39.00
头孢克肟胶囊(恒达菲)	￥39.00
左氧氟沙星片(可乐必妥)	￥39.00
消栓通络片	￥39.00
脑安胶囊	￥39.00
三黄珍珠膏	￥39.00
暖胃舒乐颗粒	￥39.00
复方南星止痛膏	￥39.00
颈舒颗粒	￥39.00
达妇宁银离子妇用抗菌凝胶	￥39.00
同仁堂玫瑰花(精装)	￥39.00
人体润滑剂 青岛伦敦国际乳胶有限公司 杜蕾斯人体润滑剂(快感装)	￥39.50
金刚藤软胶囊 科伦	￥39.50
舒脑欣滴丸	￥39.50
大活络胶囊	￥39.50
复方维生素U片(维仙优)	￥39.50
穿龙骨刺片(桐君阁)	￥39.50
鼻炎 昆中药 鼻炎灵片	￥39.60
康复新液	￥39.60
太子金颗粒	￥39.60
消渴丸(中一牌)	￥39.70
补充维生素C 果维康维生素C含片（石药牌）	￥39.80
补充维生素C 果维康维生素C含片（石药牌）	￥39.80
补充维生素C（石药牌）果维康维生素C含片	￥39.80
医用防护口罩(朝美) 雾霾活动	￥39.80
医用防护口罩(朝美) 雾霾活动	￥39.80
医用防护口罩(朝美) 雾霾活动	￥39.80
头孢泊肟酯颗粒(士瑞泊)	￥39.80
阿奇霉素片(利普奇)	￥39.80
 冠心病 山东鲁南贝特 单硝酸异山梨酯片	￥39.80
鱼油口服胶丸(天美健)	￥39.80
牡蛎碳酸钙咀嚼片(盖天力)	￥39.80
头孢丙烯片(赛福希)	￥39.80
增加免疫力 石药集团 BK3果维康维生素C含片（石药牌）	￥39.80
增加免疫力 石药集团 BK3果维康维生素C含片（石药牌）	￥39.80
哮喘-孟鲁司特钠咀嚼片	￥39.80
妇科 江西康源 散结镇痛胶囊	￥39.80
高血压 杭州默沙 氯沙坦钾片	￥39.80
天然胶乳橡胶避孕套（质感超薄） 冈本	￥39.80
单硝酸异山梨酯缓释胶囊(异乐定)	￥39.80
普拉洛芬滴眼液(普南扑灵)	￥39.80
维生素D滴剂(胶囊型)	￥39.80
西洋参	￥39.80
杜蕾斯避孕套(激情装)	￥39.90
杜蕾斯避孕套(有型装)	￥39.90
百乐眠胶囊	￥39.90
4514海飞丝轻柔呵护型去屑洗发露	￥40.00
复方斑蝥胶囊	￥40.00
4496海飞丝丝质柔滑洗发露	￥40.00
4519海飞丝水润滋养型去屑洗发露	￥40.00
西洋参	￥40.00
西洋参	￥40.00
4504海飞丝清爽控油型去屑洗发露	￥40.00
补钙 高钙片(新盖中盖)	￥40.00
碳酸钙D3咀嚼片(钙尔奇D)(300)	￥40.00
枸杞王	￥40.00
辛伐他汀胶囊	￥40.40
异维A酸胶丸(泰尔丝)	￥40.50
胃溃疡-奥美拉唑肠溶胶囊	￥40.50
心脑宁胶囊	￥41.00
头孢克肟片(薄膜衣片)(世福素)	￥41.00
血塞通片(云南维和)	￥41.00
阿胶补血口服液(福胶)	￥41.20
氯沙坦钾片(倍怡)	￥41.20
正清风痛宁缓释片	￥41.30
关节炎 宁波立华 白芍总苷胶囊	￥41.50
支气管哮喘-复方甲氧那明胶囊	￥41.50
长春胺缓释胶囊(奥勃兰)	￥41.50
七叶洋地黄双苷滴眼液(施图伦)	￥41.60
碳酸钙D3片	￥41.70
蜈蚣	￥41.79
第六感避孕套(六合一)	￥41.80
抗菌消炎-阿奇霉素干混悬剂	￥41.80
还少胶囊	￥41.80
避孕 青岛伦敦杜蕾斯有限公司 杜蕾斯避孕套(苹果果味装)	￥41.90
聚乙烯醇滴眼液	￥41.90
施华蔻全面深层修护19润发乳	￥42.00
山东阿胶膏	￥42.00
右旋糖酐羟丙甲纤维素滴眼液(泪然)	￥42.00
避孕套 冈本安全套（0.03白金超薄）	￥42.00
避孕套（白金超薄） 冈本	￥42.00
高血压-盐酸贝那普利片	￥42.00
改善睡眠 睡好片（太极）	￥42.00
高血压 杭州默沙东制药 氯沙坦钾氢氯噻嗪片	￥42.00
开脾健胃 康普力星补钙咀嚼片(安琪纽特)	￥42.00
妇科千金胶囊 千金	￥42.00
